21.311382	-4.7135105
-9.442849	-2.7923055
4.241985	-12.501822
-6.6694484	24.241955
-2.0440512	2.3484604
11.151238	-9.421194
-6.8922486	-15.03985
-7.4897957	5.987015
-14.175888	9.541839
0.591904	-6.368994
-9.337181	18.226917
-2.767734	21.86894
8.608559	-20.298147
2.0449085	17.946583
10.261487	-9.929475
-1.3806404	-12.865843
-3.8652163	11.2609825
13.74692	1.3775238
14.097805	-7.475297
12.239339	-0.12593119
17.212152	-2.365017
13.045768	15.4242325
-6.138578	10.071501
7.3640027	10.3051405
9.739291	-20.16729
-7.223583	27.184353
-12.374695	-1.9977602
-20.196299	-12.638678
-9.17106	-8.134908
14.76613	5.9380746
-19.6308	0.4776705
10.223847	-0.86793387
-12.218724	15.5097475
-6.0093293	26.534021
6.4059114	4.1207776
-8.712657	9.519707
2.8258107	15.652243
-14.535128	14.821793
19.855118	-8.244019
9.249771	10.247101
14.72195	11.703658
-6.5549335	21.825472
22.352055	-5.1725063
-1.795982	-2.08638
-9.198882	10.654549
-5.569877	-13.441394
11.751508	-2.1299016
-10.65649	-21.808851
20.391508	-6.136418
7.0145407	18.548946
18.361843	2.7215033
-21.773994	-6.9357066
-4.6483803	8.19659
-11.785406	-6.614602
3.5693028	-21.4205
1.7325227	-16.309778
-0.067717396	-20.080076
16.526588	6.474643
0.76525676	-10.8899975
10.466038	7.7972927
15.157526	0.14554001
-16.923113	-12.462601
-0.8007668	3.8718936
-10.638639	-6.047049
8.116702	16.34777
-14.148563	-11.220878
9.13434	-8.293479
-22.593653	1.2714459
8.925606	2.449273
6.482059	14.490202
20.325768	2.410175
-10.386106	-6.6758876
-7.9152155	-0.09531898
-10.291661	11.315144
-8.090726	24.520063
-5.4574194	-3.4505165
20.63753	-2.1582143
9.158064	-5.222185
-6.8846354	12.076838
-4.140637	5.336399
-19.088701	4.0257597
21.87539	-6.123491
-12.931787	7.304753
12.392547	6.629194
-7.5546527	20.252346
10.159029	5.4882245
18.432833	3.4488409
-10.147752	25.071909
-3.433965	-1.0210483
-17.325048	0.0022650715
-0.35853496	7.436523
19.483711	3.4968193
1.2443836	10.087884
13.138922	7.433225
-9.735802	7.1549683
9.720028	16.383585
6.985608	11.534234
19.599422	-9.625913
-8.784762	-8.503345
-16.669212	4.31806
1.4278862	16.011581
-1.2268878	18.932766
10.95533	12.819091
25.04087	-8.373708
-4.906791	-6.3882055
13.467128	13.51129
7.2878346	-1.9195809
